N,worst(secs),best(secs)
706,3.589000e-004,9.310001e-005
707,3.151000e-004,9.419999e-005
708,1.149400e-003,9.510000e-005
709,3.627000e-004,1.054000e-004
710,1.760100e-003,1.073000e-004
711,6.161000e-004,9.500000e-005
712,1.486700e-003,1.039000e-004
713,6.639000e-004,9.430002e-005
714,3.433000e-004,9.570000e-005
715,8.950000e-004,9.510000e-005
716,4.112000e-004,9.510000e-005
717,7.567000e-004,9.430002e-005
718,4.107000e-004,9.370001e-005
719,5.034000e-004,9.550000e-005
720,2.622000e-004,9.439999e-005
721,1.785000e-004,9.449999e-005
722,2.219000e-004,9.500000e-005
723,2.363000e-004,9.490000e-005
724,1.974000e-004,9.650001e-005
725,3.867000e-004,9.520000e-005
726,1.773000e-004,9.469999e-005
727,2.131000e-004,9.650001e-005
728,2.459000e-004,9.570000e-005
729,2.024000e-004,9.759999e-005
730,1.309000e-004,9.590000e-005
731,1.977000e-004,9.530000e-005
732,2.285000e-004,9.869999e-005
733,1.516000e-004,9.739998e-005
734,2.186000e-004,9.819999e-005
735,4.045000e-004,9.739998e-005
736,4.741000e-004,9.869999e-005
737,7.119000e-004,9.859999e-005
738,2.104000e-004,9.860002e-005
739,2.038000e-004,9.829999e-005
740,2.574000e-004,9.819999e-005
741,3.330000e-004,9.849999e-005
742,2.632000e-004,9.900000e-005
743,1.845000e-004,1.017000e-004
744,3.181000e-004,9.920000e-005
745,3.200000e-004,9.869999e-005
746,2.075000e-004,9.920000e-005
747,4.356000e-004,9.990000e-005
748,1.548000e-004,9.950000e-005
749,1.572000e-004,9.950000e-005
750,2.298000e-004,1.012000e-004
751,2.490000e-004,9.990000e-005
752,2.429000e-004,1.007000e-004
753,1.985000e-004,1.023000e-004
754,2.040000e-004,1.015000e-004
755,1.988000e-004,1.024000e-004
756,2.284000e-004,1.026000e-004
757,2.337000e-004,1.044000e-004
758,2.188000e-004,1.026000e-004
759,2.653000e-004,1.037000e-004
760,1.940000e-004,1.027000e-004
761,3.268000e-004,1.028000e-004
762,3.380000e-004,1.020000e-004
763,2.207000e-004,1.027000e-004
764,2.087000e-004,1.029000e-004
765,2.137000e-004,1.035000e-004
766,2.091000e-004,1.029000e-004
767,3.129000e-004,1.058000e-004
768,2.033000e-004,1.031000e-004
769,2.270000e-004,1.021000e-004
770,1.506000e-004,1.031000e-004
771,1.607000e-004,1.027000e-004
772,2.457000e-004,1.034000e-004
773,2.056000e-004,1.038000e-004
