N,worst(secs),best(secs)
710,1.124002e-004,6.319978e-005
711,9.300001e-005,6.309990e-005
712,2.871000e-004,6.290013e-005
713,7.819990e-005,6.349990e-005
714,1.401000e-004,6.300001e-005
715,1.441999e-004,6.380002e-005
716,2.480999e-004,6.369990e-005
717,1.256000e-004,6.370014e-005
718,8.440018e-005,6.340002e-005
719,1.422002e-004,6.409991e-005
720,1.187001e-004,6.509991e-005
721,2.794999e-004,6.480003e-005
722,2.180000e-004,6.490014e-005
723,2.252001e-004,6.480003e-005
724,4.884000e-004,6.489991e-005
725,1.072600e-003,6.509991e-005
726,2.671001e-004,6.449991e-005
727,1.250999e-004,7.419987e-005
728,3.084000e-004,6.529992e-005
729,8.610999e-004,6.540003e-005
730,1.401999e-004,6.530015e-005
731,1.365000e-004,6.509991e-005
732,8.311002e-004,6.620004e-005
733,8.240000e-004,6.640004e-005
734,2.834001e-004,6.469991e-005
735,1.407000e-004,6.700004e-005
736,1.287998e-004,6.519980e-005
737,2.983999e-004,6.619981e-005
738,3.925001e-004,6.660004e-005
739,7.819990e-005,6.550015e-005
740,1.548000e-004,6.640004e-005
741,2.349999e-004,6.629992e-005
742,1.684998e-004,6.580004e-005
743,1.506000e-004,6.609992e-005
744,1.384001e-004,6.679981e-005
745,1.655000e-004,6.730016e-005
746,8.829986e-005,6.740005e-005
747,1.480000e-004,6.680004e-005
748,1.476000e-004,6.720005e-005
749,1.381999e-004,6.729993e-005
750,1.647999e-004,6.720005e-005
751,8.239993e-005,6.760005e-005
752,1.496000e-004,6.789993e-005
753,7.950002e-005,6.830017e-005
754,2.041000e-004,6.880006e-005
755,8.339994e-005,6.860006e-005
756,1.445999e-004,6.839982e-005
757,1.478002e-004,6.880006e-005
758,1.211001e-004,6.880006e-005
759,1.886999e-004,6.860006e-005
760,7.630000e-005,6.910018e-005
761,2.162999e-004,6.960006e-005
762,9.610015e-005,6.950018e-005
763,1.325000e-004,6.869994e-005
764,2.321999e-004,6.860006e-005
765,9.380002e-005,6.939983e-005
766,1.597002e-004,7.050019e-005
767,1.594999e-004,6.920006e-005
768,1.304001e-004,7.040007e-005
769,1.878000e-004,6.840006e-005
770,1.129000e-004,6.889994e-005
771,1.470000e-004,6.960006e-005
772,1.572999e-004,6.910018e-005
773,1.186999e-004,6.839982e-005
